Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
VIGNESH KUMAR	3	0	0	Battery backup is too low after 2 hours of charging it work for only 10 minutes ..apart from that all are fine...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		15-09-2015
Bhavik Bhagat	3	0	0	"I think that I got a box which is opened & sealed again, because I didn't get user manual with it. Box didn't have brush to clean the blades."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-08-2015
Neo	3	0	0	"The Product is very excellent..Cons of this model was.. it ""does not having a feature"" to use while charging or to use in a direct power supply ( in some emergency situations, it was very pathetic). And I am not satisfied with the Service from Amazon because for a COD option they did not used a Debit/Credit card swiping machine while delivering the product.. its really a disappointing thing from a World Class service provider AMAZON.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-08-2015
srikanth	3	0	0	"Battery backup is very bad, working also not good. Not comfortable. I think east of money, Now i came to know that never use amazon items"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-03-2014
vinay	3	0	0	"the trimmer gets heated up after 10 minutes of usage. the cutting length, ease of usage and trimming is however ok"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-05-2014
Aayushmaan B.	3	0	0	"This product is strictly average. It trims, but not properly. Charging will take 10 hours. Price is high. Did a mistake going by the brand name. There are better options. I was wrong when I thought Philips is the best in Trimmers."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-10-2015
Amazon Customer	3	0	0	It's very nice and smoothing but drawback is It doesn't have 0 size only 0.5 size .manufacture taka care of this to improve better selling in the market.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		16-10-2015
Ankit yadav	3	0	0	its ok but take too much time to charged.. 10hrs...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		17-12-2014
manoj k r	3	0	0	"can't trim up to 0.5mm, it may be 1mm or more only. So my requirement not fulfilled. Battery is good. But price is more compare to other company. Amazon is  really amazing."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		17-10-2014
Amazon Customer	3	0	0	If u don't use one week battery will be dry automatically...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		17-10-2015
Prashanth Kanchanwar	3	0	0	"Its good, but the cost which is in amazon, the same cost is also outside, so its better if amazon decreases its prize"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		18-12-2013
gaurav	3	0	0	"expected better from philips, product is more noisy than expected, other wise OK"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		18-12-2014
Tapanjit Sahoo	3	0	0	As a trimmer I like it most. But can't do a clean shave.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		18-09-2015
gireesh kasana	3	0	0	"it is average, not as i accepted,battry back up is very low."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-02-2015
Guddu	3	0	0	I got this at a reasonable price. Handy to operate.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-01-2015
mohamed anshif	3	0	0	average the blade gets blocked with hair	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-07-2015
Sumit Behera	3	0	0	"Carrier did not reached the shipping address, He called me to another place from where I collected my product.I think the carrier should reach the particular shipping address, he should not call the buyer to collect the item from another place. And the product is good but it only lasts for 45 minutes and it takes 10 hours to get fully charged which is a huge time."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-03-2015
kalpeshkumar patel	3	0	0	its good but still i am not getting compelete clean shave which i had expected from this product.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-05-2015
Vishal Jhawar	3	0	0	"I have used a Philips trimmer before, I was assuming it would come with a 2 blade as before."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		19-09-2015
VasuMurthy	3	0	0	"Because size there mentioning 0.5mm is not getting with head plastic container, I like Philips products, My friend has recommend"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		02-06-2014
VIJAY KUMAR	3	0	0	"its better ,where i can make if any complaints arrrised can i know where the show rooms are avilable in india"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		20-05-2014
@iamSai	3	0	0	Good to wear....height of the product is short even in XL size...only the width of the shirt is large...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		20-05-2015
Amit Shah	3	0	0	"It is good quality product, but charging LED does not blink, and no indication given if battery charged fully or not.', 'good point:', 'we have setting of 0.5,1,1.5 for trimmer which will give very sharp trimming as compare to other"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		20-11-2014
KULDEEP	3	0	0	"good but battery backup is best , i used it once and second time the battery is empty ,so i have to recharge the battery again"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		20-11-2014
Ravikanth Gore	3	0	0	"Buyed it few days back. its an average productis range in th. Not so great. Not really satisfied, But its ok!!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		21-04-2014
Ranjith R.	3	0	0	"I will rate 3 out of 5 as it is user friendly, but not so sharp...."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		21-01-2015
ANIL KUMAR	3	0	0	"I purchased this trimmer 5 months back and have been using it occasionally. Design wise product looks good and it is easy to handle. The charging time of 10 hrs is quite long and after a full chrage  even if you keep it idle for a week without any usages, battery gets dischrged. I am not clear whether leaving the battery in a discharged state for a long duration will have adverse effect on it."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		21-09-2014
Rahul Sonawane	3	0	0	Its just fine. Not so great and not so bad either	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		21-09-2015
Naveen	3	0	0	"if i remove the head and try trimming it hurts. especially when i use trimmer vertically on face, while other trimmers are good in this case."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		22-07-2015
Amazon Customer	3	0	0	Not bad but i receive the return product i thing the package is already opened sooo pls check the prduct then send it to customer bcase customer satisfication is vry imprnt	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		22-10-2015
chiranjeevi	3	0	0	"The product is good but you have to charge 10-12 hours for one beard. The product is also not good as they are promising. After I used for 10 times, the blade is not in good condition (I am not feeling smooth trimming)."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		23-06-2015
VIDYA SAGAR D	3	0	0	This item was good but the charging time is more and usage times is less. (for 10 hrs charging it gives only 45 min usage). And in 0.5 mm precision it was given good results (without comb) but it has not reached my expectations in 1 mm precision and more than that (with comb).	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		23-10-2014
nikhil h. dhotre	3	0	0	"Blue dart corriour com. Is very slow & i want', 'In future one day delivery"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		23-09-2015
Haresh Bhagia	3	0	0	The product is ok but I wish it could clear more beard near the skin.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		24-08-2014
Mukundhar	3	0	0	"I recently Purchased Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play), its good with price what we spend but it makes more noise and the cutting blade teeth are bigger size. which making some of the hair is not cutting completely. I need to more effort to identify left over hair and use the machine multiple times to cut completely.', 'coming to charging , its too good compared to other trimmers and the comport to hold is also good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		24-02-2014
AJ	3	0	0	"to get zero size stubble , you need to really push that onto your skin and after all the hard work it feels that somebody scrached your beard with blunt blade..oooouh!  However like the product may be good for big bread lovers."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		24-10-2014
Yash	3	0	0	"Makes too much noise, battery drains very faster. You can opt for any Indian product rather than buying these imported products because there is only brand name not quality. Use product of Indian companies. MADE IN INDIA."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		24-10-2014
Narendra Kumar	3	0	0	Not Good due to battery power backup & its not for clean shaving but over all good please change its configuration..............	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-04-2014
Naushad Khan H	3	0	0	"This Product is ok. But it did not meet the required expectations.', 'Battery power is not that much good. Overall Rating is OK"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-02-2014
Madhukumar	3	0	0	"As i keep using Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play) from 2-3 weeks performance of this machine is good but there is defect while trimming beard, as it is stubble trimmer may be the reason but when i run it under neck or some part where chubby skinny (where more skin covered) it will damage the skin and it will start BLEEDING i come across this situation twice so i feel very scary while trimming but it should be very much user friendly."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-02-2015
Manukaru Srikanth	3	0	0	I paid almost Rs.130/ Excess amount....So am not satisfied with the product. Amazon offering more prices than other .. ..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-01-2014
Pawanpreet Singh	3	0	0	"company said that the product battery full in jus 30 minutes bt it was wrong', 'all over trimmer is not so good at this price"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-05-2015
LNR	3	0	0	"I bought this product in Oct, I rigistered it in Philips site too, so I have got 3 yrs warrantly :-)', ""I am able to use if for three rounds (three times) to trim. I charge it during night, (Plug-in before bed around 11PM, and plug in the morning around 8AM)... once in a week. So, I don't feel like spending much time for charging."", 'Noise is bit high, however, after the first time, you will fell not much annoying...', ""Can not charge while you use it. (If it is turned on, and when you plug-in to charge, it won't charge, so charge it adequately to avoid partial trimming)"", 'Major drawback that I feel is, it should have the ability to work while charging also... otherwise, all good', 'Overall, my satisfactory levels are good with this. Go with this ... it is from Philips.. so no need to worry about the product..."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-11-2013
Will T	3	0	0	"Purchased this due to overwhelmingly positive reviews seen for this product on various sites.', ""In reality, the product is only okay.  First, the product does not offer corded operation, so you need to plan ahead and have it pre-charged for use.  Second, this product is made of plastic and doesn't feel particularly durable.  I'll use it as long as it lasts, but I expect I'll be buying a different model sooner than later."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-11-2013
Syed Ghouse	3	0	0	Good fast service by Amazon.com. The trimmer is quite an ordinary one looking at its price. It requires 10 hours of charging for half an hour of use.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		25-10-2013
lovepreet singh	3	0	0	Overall good but battery backup is not there.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		26-08-2015
Maaz	3	0	0	"Its good but the points are not proper, I set as '2' and trimmed but it went below that"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		26-06-2015
Nitin Jeph	3	0	0	I have bought iut last year good buy.... but the charger is not working from past few days i don't know what to do where to cointact	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		26-05-2015
Prathamesh Kapade	3	0	0	"It been a month since I bought this product (bought in april-2015) , and it has fairly reached my expectations. I just want it to live longer."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		26-05-2015
Udal Singh saiyam	3	0	0	It's good  product but after long time charging 10 hours its run only 45 minutes this is pathetic but I like it  one thing nice shaving and trimmed with 0.5 preciousness	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		26-05-2015
Omkar K.	3	0	0	But I buy it too much higher than market	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	3.0 out of 5 stars	Negetive		27-02-2015
